courseID,courseTitle,URL,outcomeLearning,provider,technologySkill,rating,peopleRating,numStudent,duration,durationSecond,fee,feeVND,level,majobSubject,language
COURSE_181,"Selenium Webdriver with PYTHON from Scratch + Frameworks",https://www.udemy.com/course/learn-selenium-automation-in-easy-python-language/,"At the end of this course, You will get complete knowledge on Python Automation using Selenium WebDriver You will be able to implement Python Test Automation Frameworks from Scratch with all latest Technlogies Complete Understanding of Python Basics with many practise Examples to gain a solid exposure You will be learning Python Unit Test Frameworks like PyTest which will helpful for Unit and Integration Testing Complete Understanding on Selenium Python API Methods with real time Scenarios on LIVE Websites "Last but not least" you can clear any Interview and can Lead Entire Selenium Python Projects from Design Stage",Udemy,"API, Python, PyTest, Selenium, Scratch",4.5,11778,59675,18h 17m,65820,12.99,299056,"All Levels","Software Testing","English, French, German, Indonesian, Italian, Polish, Spanish, Thai"
COURSE_182,"Selenium WebDriver with Java & Cucumber BDD",https://www.udemy.com/course/automate-tests-using-selenium-webdriver-with-java-cucumber/,"Write realistic automated test scripts for web applications Build robust test frameworks and custom libraries Integrate Java with Selenium Design a data-driven test framework Find elements on a web page and simulate user behavior Automate user actions across multiple browser platforms Develop Cucumber / BDD test plans with feature files using Gherkin Continuous integration and testing",Udemy,"Selenium, Java",4.4,6730,30043,6h 14m,22440,12.99,299056,"Beginner Level","Software Testing","English, French, German, Indonesian, Italian, Polish, Spanish, Thai"
COURSE_183,"Quick introduction to Postman for beginners",https://www.udemy.com/course/postman-crash-course-for-beginners-learn-rest-api-testing/,"Start using Postman for APIs Learn the basic skills using Postman fast Simple and to the point explanations Write basic tests Work with variables Create simple workflows",Udemy,"APIs, Postman",4.4,8654,47938,1h 4m,3840,12.99,299056,"All Levels","Software Testing","English, French, German, Indonesian, Italian, Polish, Spanish, Thai"
COURSE_184,"In-Depth Software Testing Training Course From Scratch",https://www.udemy.com/course/qa-software-testing-training-course/,"LIVE PROJECT End to End Software Testing Training Included Learn Software Testing and Automation basics from a professional trainer from your own desk Information packed practical training starting from basics to advanced testing techniques Best suitable for beginners to advanced level users and who learn faster when demonstrated Course content designed by considering current software testing technology and the job market Practical assignments at the end of every session Practical learning experience with live project work and examples Lifetime enrollment - Pay one time fee and access video training sessions as many times as you want. Resume Preparation Guidance for Testers Included Software Testing Interview Questions and Preparation Tips Included Download Real Software Testing Templates like Test Plan, Test Cases and other important Templates Software Testing Certification Guidance Learn Test Management Tools like JIRA, and Bugzilla Get all future course updates free!",Udemy,"Bugzilla, Jira",4.1,4052,23120,26h 14m,94440,12.99,299056,"All Levels","Software Testing","English, French, German, Indonesian, Italian, Polish, Spanish, Thai"
COURSE_185,"Learn Protractor(Angular Testing) from scratch +Framework",https://www.udemy.com/course/protractor-tutorial/,"By end of this course, You will get complete knowledge on Protractor API to automate any Angular/NonAngular Apps In-depth knowledge of JavaScript with Asynchronous Promise concepts You will gain the ability to design Protractor framework from scratch using jasmine Unit testing techniques Understand the Nodejs principles and package json in depth for CI integration Includes a Practice Website to play around with all available Protractor functions to automate Crack any Protractor Interview on Single shot!",Udemy,"API, Node.js",4.5,4915,24098,21h 23m,76980,12.99,299056,"All Levels","Software Testing","English, French, German, Indonesian, Italian, Polish, Spanish, Thai"
COURSE_186,"Selenium WebDriver + Java. Complete step by step course.",https://www.udemy.com/course/selenium-webdriver-java-complete-step-by-step-course/,"Complete understanding of basic to expert Java concepts with practical implementation Automate tests using Selenium WebDriver and Java You will have required skills to automate any web application With all this knowledge gained, you should be easily able to clear Selenium Automation interviews",Udemy,"Selenium, Java, Selenium Webdriver",4.4,5510,16424,6h 24m,23040,12.99,299056,"Beginner Level","Software Testing","English, French, German, Indonesian, Italian, Polish, Spanish, Thai"
COURSE_187,"Cucumber with Java-Build Automation Framework in lesser code",https://www.udemy.com/course/cucumber-tutorial/,"By end of this course , You will be able to develop Cucumber Test Framework for any Web/Mobile/API Automation testcases Understand how BDD(Behaviour driven development) approach works with the knowledge of gherkin syntax Indepth understanding of real time Automation framework challenges and solutions to fix them Complete knowledge on Datadriven testing, Parameterizations, Resuable components, Cucumber hooks and tags  Additional knowledge on Integrating Cucumber framework with MAVEN, JENKINS, GITHUB",Udemy,"API, Cucumber, Jenkins, Apache Maven",4.5,7565,39411,10h 48m,38880,12.99,299056,"All Levels","Software Testing","English, French, German, Indonesian, Italian, Polish, Spanish, Thai"
COURSE_188,"Automated Software Testing with Python",https://www.udemy.com/course/automated-software-testing-with-python/,"Everything you need to know about automated software testing with Python (and how to enjoy testing, too!) Common pitfalls and best practices when writing automated tests How to write complete system tests using Python and tools like Postman Automate your application testing by setting up a continuous integration pipeline using Travis CI Browser-based acceptance testing using Behave and Selenium WebDriver",Udemy,"Python, Postman, Selenium",4.5,4139,28206,13h 30m,48600,12.99,299056,"Intermediate Level","Software Testing","English, French, German, Indonesian, Italian, Polish, Spanish, Thai"
COURSE_189,"The Complete 2021 Software Testing Bootcamp",https://www.udemy.com/course/testerbootcamp/,"Basic Concepts of Software Testing Test case & Bug Report Writing Black-Box Test Techniques Requirements Review & Test Scenarios Writing using Trello Implementing the test process on a Test Management Tool (Testlink) Basics of Agile methodologies & Agile Testing How to use Application Lifecycle Management Tool (JIRA) How to become a Freelance Tester White-Box Test Techniques Basics of API Testing API Testing using Postman Basics of Performance Testing using Jmeter How to write a professional QA Resume How to prepare for a QA Interview Different certificates in Software Testing Field and how to apply on them",Udemy,"Jmeter, Agile, API, Jira, Postman",4.5,16643,94283,25h 16m,90960,12.99,299056,"Beginner Level","Software Testing","English, French, German, Indonesian, Italian, Polish, Spanish, Thai"
COURSE_190,"Selenium WebDriver with Java | Project Implement + Framework",https://www.udemy.com/course/selenium-with-java/,"Complete understanding of basic to expert Java concepts with practical implementation Expertise on Selenium WebDriver basics + advance concepts Automate tests using Selenium WebDriver and Java Can automation any realtime application and also can design framework from scratch",Udemy,"Java, Selenium",4.4,3020,16471,41h 7m,148020,99.99,230197,"All Levels","Software Testing","English, French, German, Indonesian, Italian, Polish, Spanish, Thai"
COURSE_191,"POSTMAN API Testing - Step by Step for Beginners",https://www.udemy.com/course/postman-api-testing-step-by-step-for-beginners/,"By the end of this course you will have complete hands-on knowledge on working with POSTMAN In-depth understanding of all features and settings of POSTMAN You will be able to create end-to-end API Testing projects with POSTMAN Complete hands-on knowledge on How to run your tests from command-line and Jenkins Continuous Integration ******* You will get complete support with all your doubts, questions and issues *******",Udemy,API,4.4,7186,27703,2h 41m,9660,29.99,69043,"All Levels","Software Testing","English, French, German, Indonesian, Italian, Polish, Spanish, Thai"
COURSE_192,"Selenium WebDriver with Java for beginners",https://www.udemy.com/course/selenium-for-beginners/,"Set up test automation framework with Selenium WebDriver Automate your first WebDriver test Learn basics of Java for testers Execute Selenium tests on different browsers Use TestNG features for better test structure and easy selenium framework maintenance Recognize different selenium test failures and exceptions and know how to fix and avoid them",Udemy,"Java, Selenium, TestNG",4.6,9398,31691,6h 31m,23460,79.99,184153,"Beginner Level","Software Testing","English, French, German, Indonesian, Italian, Polish, Spanish, Thai"
COURSE_193,"Software Testing: Learn Software Testing And Get A Tech Job",https://www.udemy.com/course/get-a-job-in-technology-without-experience/,"Learn the very basic fundamentals of Manual Software Testing. Lectures on resume and Interview. Learn Agile and waterfall methodologies. A complete lecture on freelance testing websites. Interview guide and bonus lecture on how to practice and make money from home",Udemy,Agile,4.4,3465,9301,1h 29m,5340,74.99,172642,"All Levels","Software Testing","English, French, German, Indonesian, Italian, Polish, Spanish, Thai"
